noble_filename_abbrev,article_title,journal_name,doi,table_page_num,catalyst_formula_raw,catalyst_formula,a1,a2,a3,a1_perc,a2_perc,a3_perc,b1,b2,b3,b1_perc,b2_perc,b3_perc,synthesis_method,reaction_oxidation_temperature,reaction_oxidation_temperature_units,reaction_reduction_temperature,reaction_reduction_temperature_units,cycle_number,extra_operating_condtions,yield_1,yield_1_amt,yield_1_units,yield_2,yield_2_amt,yield_2_units
journal-articles-research-2020-304,Concentration-Dependent Solar Thermochemical CO2/H2O Splitting Performance by Vanadia‚ Ceria Multiphase Metal Oxide Systems,Research,https://doi.org/10.34133/2020/3049534,,"Blue, MPO – CDS – WS : Ar 5 min _ _/CH4_ _ 20 min /Ar 5 min _ _/CO2_ _ 7 min /Ar 5 min _ _/H2O 7 min _ _",CeO2/V2O5 (50:50),,,,,,,,,,,,,,,,,,,,,,,,,
journal-articles-research-2020-304,Concentration-Dependent Solar Thermochemical CO2/H2O Splitting Performance by Vanadia‚ Ceria Multiphase Metal Oxide Systems,Research,https://doi.org/10.34133/2020/3049534,,"Red, MPO – CDS – WS : Ar 5 min _ _/CH4_ _ 20 min /Ar 5 min _ _/CO2_ _ 7 min /Ar 5 min _ _/H2O 7 min _ _",CeO2/V2O5 (25:75),,,,,,,,,,,,,,,,,,,,,,,,,
journal-articles-research-2020-304,Concentration-Dependent Solar Thermochemical CO2/H2O Splitting Performance by Vanadia‚ Ceria Multiphase Metal Oxide Systems,Research,https://doi.org/10.34133/2020/3049534,,"Black, MPO – CDS – WS : Ar 5 min _ _/CH4_ _ 20 min /Ar 5 min _ _/CO2_ _ 7 min /Ar 5 min _ _/H2O 7 min _ _",CeO2,,,,,,,,,,,,,,,,,,,,,,,,,
journal-articles-research-2020-304,Concentration-Dependent Solar Thermochemical CO2/H2O Splitting Performance by Vanadia‚ Ceria Multiphase Metal Oxide Systems,Research,https://doi.org/10.34133/2020/3049534,,Green,V2O5,,,,,,,,,,,,,,,,,,,,,,,,,
journal-articles-research-2020-304,Concentration-Dependent Solar Thermochemical CO2/H2O Splitting Performance by Vanadia‚ Ceria Multiphase Metal Oxide Systems,Research,https://doi.org/10.34133/2020/3049534,,Pink,CeO2/V2O5 (75:25),,,,,,,,,,,,,,,,,,,,,,,,,
journal-articles-research-2020-304,Concentration-Dependent Solar Thermochemical CO2/H2O Splitting Performance by Vanadia‚ Ceria Multiphase Metal Oxide Systems,Research,https://doi.org/10.34133/2020/3049534,,Blue,CeO2/V2O5 (50:50),,,,,,,,,,,,,,,,,,,,,,,,,
journal-articles-research-2020-304,Concentration-Dependent Solar Thermochemical CO2/H2O Splitting Performance by Vanadia‚ Ceria Multiphase Metal Oxide Systems,Research,https://doi.org/10.34133/2020/3049534,,Red,CeO2/V2O5 (25:75),,,,,,,,,,,,,,,,,,,,,,,,,
journal-articles-research-2020-304,Concentration-Dependent Solar Thermochemical CO2/H2O Splitting Performance by Vanadia‚ Ceria Multiphase Metal Oxide Systems,Research,https://doi.org/10.34133/2020/3049534,,Black,CeO2,,,,,,,,,,,,,,,,,,,,,,,,,
journal-articles-research-2020-304,Concentration-Dependent Solar Thermochemical CO2/H2O Splitting Performance by Vanadia‚ Ceria Multiphase Metal Oxide Systems,Research,https://doi.org/10.34133/2020/3049534,,V2O5,V2O5,,,,,,,,,,,,,,,,,,,,,,,,,
journal-articles-research-2020-304,Concentration-Dependent Solar Thermochemical CO2/H2O Splitting Performance by Vanadia‚ Ceria Multiphase Metal Oxide Systems,Research,https://doi.org/10.34133/2020/3049534,,CV75,CeO2/V2O5 (75:25),,,,,,,,,,,,,,,,,,,,,,,,,
journal-articles-research-2020-304,Concentration-Dependent Solar Thermochemical CO2/H2O Splitting Performance by Vanadia‚ Ceria Multiphase Metal Oxide Systems,Research,https://doi.org/10.34133/2020/3049534,,CV50,CeO2/V2O5 (50:50),,,,,,,,,,,,,,,,,,,,,,,,,
journal-articles-research-2020-304,Concentration-Dependent Solar Thermochemical CO2/H2O Splitting Performance by Vanadia‚ Ceria Multiphase Metal Oxide Systems,Research,https://doi.org/10.34133/2020/3049534,,CV25,CeO2/V2O5 (25:75),,,,,,,,,,,,,,,,,,,,,,,,,
journal-articles-research-2020-304,Concentration-Dependent Solar Thermochemical CO2/H2O Splitting Performance by Vanadia‚ Ceria Multiphase Metal Oxide Systems,Research,https://doi.org/10.34133/2020/3049534,,CeO2,CeO2,,,,,,,,,,,,,,,,,,,,,,,,,
journal-articles-solgelderivednif,Sol-Gel Derived NiFe2O4 Modified with ZrO2 for Hydrogen Generation from Solar Thermochemical Water-Splitting Reaction,MRS Online Proceedings Library,https://doi.org/10.1557/opl.2012.772,,NiFe2O4,NiFe2O4,,,,,,,,,,,,,,,,,,,,,,,,,
journal-articles-solgelderivednif,Sol-Gel Derived NiFe2O4 Modified with ZrO2 for Hydrogen Generation from Solar Thermochemical Water-Splitting Reaction,MRS Online Proceedings Library,https://doi.org/10.1557/opl.2012.772,,NiFe2O4/ZrO2,NiFe2O4/ZrO2,,,,,,,,,,,,,,,,,,,,,,,,,
mixed-oxide-h2o-split-1-s2-0-s138589472030420,Reduction kinetics of hercynite redox materials for solar thermochemical water splitting,Chemical Engineering Journal,,,80% reaction conversion,FeAl2O4,,,,,,,,,,,,,,,,,,,,,,,,,
mixed-oxide-h2o-split-1-s2-0-s138589472030420,Reduction kinetics of hercynite redox materials for solar thermochemical water splitting,Chemical Engineering Journal,,,71% reaction conversion,FeAl2O4,,,,,,,,,,,,,,,,,,,,,,,,,
mixed-oxide-h2o-split-1-s2-0-s138589472030420,Reduction kinetics of hercynite redox materials for solar thermochemical water splitting,Chemical Engineering Journal,,,46% reaction conversion,FeAl2O4,,,,,,,,,,,,,,,,,,,,,,,,,
mixed-oxide-h2o-split-1-s2-0-s138589472030420,Reduction kinetics of hercynite redox materials for solar thermochemical water splitting,Chemical Engineering Journal,,,30% reaction conversion,FeAl2O4,,,,,,,,,,,,,,,,,,,,,,,,,
mixed-oxide-h2o-split-1-s2-0-s138589472030420,Reduction kinetics of hercynite redox materials for solar thermochemical water splitting,Chemical Engineering Journal,,,11% reaction conversion,FeAl2O4,,,,,,,,,,,,,,,,,,,,,,,,,
mixed-oxide-h2o-split-1-s2-0-s138589472030420,Reduction kinetics of hercynite redox materials for solar thermochemical water splitting,Chemical Engineering Journal,,,0% reaction conversion,FeAl2O4,,,,,,,,,,,,,,,,,,,,,,,,,
non-h2o-split-c6ta01,Novel cobalt-free BaFe1-xGdxO3 perovskite membranes for oxygen separation,J. Mater. Chem. A,https://doi.org/10.1039/C6TA01749E,,Observed,BaFe0.975Gd0.025O3,,,,,,,,,,,,,,,,,,,,,,,,,
non-h2o-split-c6ta01,Novel cobalt-free BaFe1-xGdxO3 perovskite membranes for oxygen separation,J. Mater. Chem. A,https://doi.org/10.1039/C6TA01749E,,x=0.025,BaFe0.975Gd0.025O3,,,,,,,,,,,,,,,,,,,,,,,,,
non-h2o-split-c6ta01,Novel cobalt-free BaFe1-xGdxO3 perovskite membranes for oxygen separation,J. Mater. Chem. A,https://doi.org/10.1039/C6TA01749E,,x=0.05,BaFe0.95Gd0.05O3,,,,,,,,,,,,,,,,,,,,,,,,,
non-h2o-split-c6ta01,Novel cobalt-free BaFe1-xGdxO3 perovskite membranes for oxygen separation,J. Mater. Chem. A,https://doi.org/10.1039/C6TA01749E,,x=0.15,BaFe0.85Gd0.15O3,,,,,,,,,,,,,,,,,,,,,,,,,
non-h2o-split-characterization-and-catalytic-properties-Lafeo,Characterization and Catalytic Properties of Surface La-rich LaFeO3 Perovskite,Bull. Korean Chem. Soc.,,,,LaFeO3,,,,,,,,,,,,,,,,,,,,,,,,,
non-h2o-split-characterization-and-catalytic-properties-Lafeo,Characterization and Catalytic Properties of Surface La-rich LaFeO3 Perovskite,Bull. Korean Chem. Soc.,,,,La0.9FeO3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0009250910001491-,Manganese oxide dissociation kinetics for the Mn2O3¬†thermochemical water-splitting cycle. Part 1: Experimental,Chemical Engineering Science,https://doi.org/10.1016/j.ces.2010.03.002,,"Gas Flow = 7.0, O2=1.00%",Mn2O3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0009250910001491-,Manganese oxide dissociation kinetics for the Mn2O3¬†thermochemical water-splitting cycle. Part 1: Experimental,Chemical Engineering Science,https://doi.org/10.1016/j.ces.2010.03.002,,"Gas Flow = 7.0, O2=0.25%",Mn2O3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0009250910001491-,Manganese oxide dissociation kinetics for the Mn2O3¬†thermochemical water-splitting cycle. Part 1: Experimental,Chemical Engineering Science,https://doi.org/10.1016/j.ces.2010.03.002,,"Gas Flow = 7.0, O2=0.00%",Mn2O3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0009250910001491-,Manganese oxide dissociation kinetics for the Mn2O3¬†thermochemical water-splitting cycle. Part 1: Experimental,Chemical Engineering Science,https://doi.org/10.1016/j.ces.2010.03.002,,"Gas Flow = 2.5, O2=1.00%",Mn2O3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0009250910001491-,Manganese oxide dissociation kinetics for the Mn2O3¬†thermochemical water-splitting cycle. Part 1: Experimental,Chemical Engineering Science,https://doi.org/10.1016/j.ces.2010.03.002,,"Gas Flow = 2.5, O2=0.25%",Mn2O3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0009250910001491-,Manganese oxide dissociation kinetics for the Mn2O3¬†thermochemical water-splitting cycle. Part 1: Experimental,Chemical Engineering Science,https://doi.org/10.1016/j.ces.2010.03.002,,"Gas Flow = 2.5, O2=0.00%",Mn2O3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0009250910001491-,Manganese oxide dissociation kinetics for the Mn2O3¬†thermochemical water-splitting cycle. Part 1: Experimental,Chemical Engineering Science,https://doi.org/10.1016/j.ces.2010.03.002,,MnOStandard,MnO,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0009250910001491-,Manganese oxide dissociation kinetics for the Mn2O3¬†thermochemical water-splitting cycle. Part 1: Experimental,Chemical Engineering Science,https://doi.org/10.1016/j.ces.2010.03.002,,Mn3O4Standard,Mn3O4,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0009250910001491-,Manganese oxide dissociation kinetics for the Mn2O3¬†thermochemical water-splitting cycle. Part 1: Experimental,Chemical Engineering Science,https://doi.org/10.1016/j.ces.2010.03.002,,Mn2O3Standard,Mn2O3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0022369713002849-,Enhanced hydrogen production by doping Pr into Ce0.9Hf0.1O2 for thermochemical two-step water-splitting cycle,Journal of Physics and Chemistry of Solids,https://doi.org/10.1016/j.jpcs.2013.07.023,,CHPr10,(Ce0.9Hf0.1)0.9Pr0.1O2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0022369713002849-,Enhanced hydrogen production by doping Pr into Ce0.9Hf0.1O2 for thermochemical two-step water-splitting cycle,Journal of Physics and Chemistry of Solids,https://doi.org/10.1016/j.jpcs.2013.07.023,,CHPr5,(Ce0.9Hf0.1)0.95Pr0.05O2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0022369713002849-,Enhanced hydrogen production by doping Pr into Ce0.9Hf0.1O2 for thermochemical two-step water-splitting cycle,Journal of Physics and Chemistry of Solids,https://doi.org/10.1016/j.jpcs.2013.07.023,,CH,Ce0.9Hf0.1O2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0022369713002849-,Enhanced hydrogen production by doping Pr into Ce0.9Hf0.1O2 for thermochemical two-step water-splitting cycle,Journal of Physics and Chemistry of Solids,https://doi.org/10.1016/j.jpcs.2013.07.023,,CeO2,CeO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0022459612003520-,"Solar hydrogen production using Ce1‚Äö√†√≠xLixO2‚Äö√†√≠≈í• solid solutions via a thermochemical, two-step water-splitting cycle",Journal of Solid State Chemistry,https://doi.org/10.1016/j.jssc.2012.05.024,,BeforeTGA,Ce0.95Li0.05O2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0022459612003520-,"Solar hydrogen production using Ce1‚Äö√†√≠xLixO2‚Äö√†√≠≈í• solid solutions via a thermochemical, two-step water-splitting cycle",Journal of Solid State Chemistry,https://doi.org/10.1016/j.jssc.2012.05.024,,AfterTGA,Ce0.95Li0.05O2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x06002295-,Water splitting for hydrogen production with ferrites,Solar Energy,https://doi.org/10.1016/j.solener.2006.08.012,,(d),Cu0.5Mn0.5Fe2O4,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x06002295-,Water splitting for hydrogen production with ferrites,Solar Energy,https://doi.org/10.1016/j.solener.2006.08.012,,(c),Ni0.5Mn0.5Fe2O4,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x06002295-,Water splitting for hydrogen production with ferrites,Solar Energy,https://doi.org/10.1016/j.solener.2006.08.012,,(b),CuFe2O4,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x06002295-,Water splitting for hydrogen production with ferrites,Solar Energy,https://doi.org/10.1016/j.solener.2006.08.012,,(a),NiFe2O4,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x08002557-,Thermochemical two-step water splitting cycles by monoclinic ZrO2-supported NiFe2O4 and Fe3O4 powders and ceramic foam devices,Solar Energy,https://doi.org/10.1016/j.solener.2008.10.003,,"c, after W-D step at 1000 C",NiFe2O4/m-ZrO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x08002557-,Thermochemical two-step water splitting cycles by monoclinic ZrO2-supported NiFe2O4 and Fe3O4 powders and ceramic foam devices,Solar Energy,https://doi.org/10.1016/j.solener.2008.10.003,,"b, after TR at 1400 C",NiFe2O4/m-ZrO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x14001212-,"Thermochemical CO2 splitting reaction with supported LaxA1‚Äö√†√≠xFeyB1‚Äö√†√≠yO3 (A = Sr, Ce, B = Co, Mn; 0 ‚Äö©Œ© x, y ‚Äö©Œ© 1) perovskite oxides",Solar Energy,https://doi.org/10.1016/j.solener.2014.02.033,,,LaFe0.7Co0.3O3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x14001212-,"Thermochemical CO2 splitting reaction with supported LaxA1‚Äö√†√≠xFeyB1‚Äö√†√≠yO3 (A = Sr, Ce, B = Co, Mn; 0 ‚Äö©Œ© x, y ‚Äö©Œ© 1) perovskite oxides",Solar Energy,https://doi.org/10.1016/j.solener.2014.02.033,,,LaFeO3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x14001212-,"Thermochemical CO2 splitting reaction with supported LaxA1‚Äö√†√≠xFeyB1‚Äö√†√≠yO3 (A = Sr, Ce, B = Co, Mn; 0 ‚Äö©Œ© x, y ‚Äö©Œ© 1) perovskite oxides",Solar Energy,https://doi.org/10.1016/j.solener.2014.02.033,,LaFe0.7Co0.3O3/ZrO2-1cycle,LaFe0.7Co0.3O3/ZrO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x14001212-,"Thermochemical CO2 splitting reaction with supported LaxA1‚Äö√†√≠xFeyB1‚Äö√†√≠yO3 (A = Sr, Ce, B = Co, Mn; 0 ‚Äö©Œ© x, y ‚Äö©Œ© 1) perovskite oxides",Solar Energy,https://doi.org/10.1016/j.solener.2014.02.033,,ZrO2,ZrO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x14001212-,"Thermochemical CO2 splitting reaction with supported LaxA1‚Äö√†√≠xFeyB1‚Äö√†√≠yO3 (A = Sr, Ce, B = Co, Mn; 0 ‚Äö©Œ© x, y ‚Äö©Œ© 1) perovskite oxides",Solar Energy,https://doi.org/10.1016/j.solener.2014.02.033,,LaFe0.7Co0.3O3,LaFe0.7Co0.3O3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x16301268-,Experimental assessment of oxygen exchange capacity and thermochemical redox cycle behavior of Ba and Sr series perovskites for solar energy storage,Solar Energy,https://doi.org/10.1016/j.solener.2016.05.031,,Ba0.5Sr0.5Co0.8Fe0.2O3,Ba0.5Sr0.5Co0.8Fe0.2O3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x16301268-,Experimental assessment of oxygen exchange capacity and thermochemical redox cycle behavior of Ba and Sr series perovskites for solar energy storage,Solar Energy,https://doi.org/10.1016/j.solener.2016.05.031,,,SrFeO3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x16301268-,Experimental assessment of oxygen exchange capacity and thermochemical redox cycle behavior of Ba and Sr series perovskites for solar energy storage,Solar Energy,https://doi.org/10.1016/j.solener.2016.05.031,,,BaCoO3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x16301268-,Experimental assessment of oxygen exchange capacity and thermochemical redox cycle behavior of Ba and Sr series perovskites for solar energy storage,Solar Energy,https://doi.org/10.1016/j.solener.2016.05.031,,,BaFeO2.88,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x16301268-,Experimental assessment of oxygen exchange capacity and thermochemical redox cycle behavior of Ba and Sr series perovskites for solar energy storage,Solar Energy,https://doi.org/10.1016/j.solener.2016.05.031,,Ba0.5Sr0.5Co0.8Fe0.2O3,Ba0.5Sr0.5Co0.8Fe0.2O3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x16301268-,Experimental assessment of oxygen exchange capacity and thermochemical redox cycle behavior of Ba and Sr series perovskites for solar energy storage,Solar Energy,https://doi.org/10.1016/j.solener.2016.05.031,,,SrCoO2.52,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x16301268-,Experimental assessment of oxygen exchange capacity and thermochemical redox cycle behavior of Ba and Sr series perovskites for solar energy storage,Solar Energy,https://doi.org/10.1016/j.solener.2016.05.031,,,SrFeO2.97,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x17300683-,Enhancement effects of dopants and SiO2 support on mixed metal ferrites based two-step thermochemical water splitting,Solar Energy,https://doi.org/10.1016/j.solener.2017.01.049,,,LaFe0.8Co0.2O3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x17300683-,Enhancement effects of dopants and SiO2 support on mixed metal ferrites based two-step thermochemical water splitting,Solar Energy,https://doi.org/10.1016/j.solener.2017.01.049,,,LaFeO3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x17300683-,Enhancement effects of dopants and SiO2 support on mixed metal ferrites based two-step thermochemical water splitting,Solar Energy,https://doi.org/10.1016/j.solener.2017.01.049,,LaFe0.6Co0.4O3/SiO2,LaFe0.6Co0.4O3/SiO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x17300683-,Enhancement effects of dopants and SiO2 support on mixed metal ferrites based two-step thermochemical water splitting,Solar Energy,https://doi.org/10.1016/j.solener.2017.01.049,,LaFe0.5Co0.5O3/SiO2,LaFe0.5Co0.5O3/SiO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x17300683-,Enhancement effects of dopants and SiO2 support on mixed metal ferrites based two-step thermochemical water splitting,Solar Energy,https://doi.org/10.1016/j.solener.2017.01.049,,LaFe0.8Co0.2O3/SiO2-cycled,LaFe0.8Co0.2O3/SiO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x18306091-,Partial substitution of B cation in La0.6Sr0.4MnO3 perovskites: A promising strategy to improve the redox properties useful for solar thermochemical water and carbon dioxide splitting,Solar Energy,https://doi.org/10.1016/j.solener.2018.06.058,,,La0.6Sr0.4FeO3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0038092x18306091-,Partial substitution of B cation in La0.6Sr0.4MnO3 perovskites: A promising strategy to improve the redox properties useful for solar thermochemical water and carbon dioxide splitting,Solar Energy,https://doi.org/10.1016/j.solener.2018.06.058,,,La0.6Sr0.4MnO3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0040603111000608-,Solar thermochemical process for hydrogen production via two-step water splitting cycle based on Ce1‚Äö√†√≠xPrxO2‚Äö√†√≠≈í• redox reaction,Thermochimica Acta,https://doi.org/10.1016/j.tca.2011.01.028,,,Ce0.7Pr0.3O2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0040603111000608-,Solar thermochemical process for hydrogen production via two-step water splitting cycle based on Ce1‚Äö√†√≠xPrxO2‚Äö√†√≠≈í• redox reaction,Thermochimica Acta,https://doi.org/10.1016/j.tca.2011.01.028,,,Ce0.8Pr0.2O2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0040603111000608-,Solar thermochemical process for hydrogen production via two-step water splitting cycle based on Ce1‚Äö√†√≠xPrxO2‚Äö√†√≠≈í• redox reaction,Thermochimica Acta,https://doi.org/10.1016/j.tca.2011.01.028,,,Ce0.9Pr0.1O2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0040603111000608-,Solar thermochemical process for hydrogen production via two-step water splitting cycle based on Ce1‚Äö√†√≠xPrxO2‚Äö√†√≠≈í• redox reaction,Thermochimica Acta,https://doi.org/10.1016/j.tca.2011.01.028,,,Ce0.95Pr0.05O2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0040603111000608-,Solar thermochemical process for hydrogen production via two-step water splitting cycle based on Ce1‚Äö√†√≠xPrxO2‚Äö√†√≠≈í• redox reaction,Thermochimica Acta,https://doi.org/10.1016/j.tca.2011.01.028,,,CeO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0040603115003561-,"Thermochemical reactivity of 5‚Äö√Ñ√¨15 mol% Fe, Co, Ni, Mn-doped cerium oxides in two-step water-splitting cycle for solar hydrogen production",Thermochimica Acta,https://doi.org/10.1016/j.tca.2015.08.036,,15mol%Co-CeO2-_,15 mol% Co/CeO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0040603115003561-,"Thermochemical reactivity of 5‚Äö√Ñ√¨15 mol% Fe, Co, Ni, Mn-doped cerium oxides in two-step water-splitting cycle for solar hydrogen production",Thermochimica Acta,https://doi.org/10.1016/j.tca.2015.08.036,,10mol%Co-CeO2-_,10 mol% Co/CeO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0040603115003561-,"Thermochemical reactivity of 5‚Äö√Ñ√¨15 mol% Fe, Co, Ni, Mn-doped cerium oxides in two-step water-splitting cycle for solar hydrogen production",Thermochimica Acta,https://doi.org/10.1016/j.tca.2015.08.036,,5mol%Co-CeO2-_,5 mol% Co/CeO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0040603115003561-,"Thermochemical reactivity of 5‚Äö√Ñ√¨15 mol% Fe, Co, Ni, Mn-doped cerium oxides in two-step water-splitting cycle for solar hydrogen production",Thermochimica Acta,https://doi.org/10.1016/j.tca.2015.08.036,,CeO2,CEO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0040603115003561-,"Thermochemical reactivity of 5‚Äö√Ñ√¨15 mol% Fe, Co, Ni, Mn-doped cerium oxides in two-step water-splitting cycle for solar hydrogen production",Thermochimica Acta,https://doi.org/10.1016/j.tca.2015.08.036,,5mol%Fe-CeO2-_,5 mol% Fe/CeO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0040603115003561-,"Thermochemical reactivity of 5‚Äö√Ñ√¨15 mol% Fe, Co, Ni, Mn-doped cerium oxides in two-step water-splitting cycle for solar hydrogen production",Thermochimica Acta,https://doi.org/10.1016/j.tca.2015.08.036,,10mol%Fe-CeO2-_,10 mol% Fe/CeO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0040603115003561-,"Thermochemical reactivity of 5‚Äö√Ñ√¨15 mol% Fe, Co, Ni, Mn-doped cerium oxides in two-step water-splitting cycle for solar hydrogen production",Thermochimica Acta,https://doi.org/10.1016/j.tca.2015.08.036,,15mol%Fe-CeO2-_,15 mol% Fe/CeO2,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0167273821001454-,"Air separation via a two-step solar thermochemical cycle based on (Ba,La)xSr1-xFeO3: Thermodynamic analysis",Solid State Ionics,https://doi.org/10.1016/j.ssi.2021.115692,,,SrFeO3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0169433219315922-,"Combustion synthesized A0.5Sr0.5MnO3-≈í•¨‚Ä†perovskites (where, A‚Äö√Ñ√ò=‚Äö√Ñ√òLa, Nd, Sm, Gd, Tb, Pr, Dy, and Y) as redox materials for thermochemical splitting of CO2",Applied Surface Science,https://doi.org/10.1016/j.apsusc.2019.05.284,,,La0.5Sr0.5MnO3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0169433219315922-,"Combustion synthesized A0.5Sr0.5MnO3-≈í•¨‚Ä†perovskites (where, A‚Äö√Ñ√ò=‚Äö√Ñ√òLa, Nd, Sm, Gd, Tb, Pr, Dy, and Y) as redox materials for thermochemical splitting of CO2",Applied Surface Science,https://doi.org/10.1016/j.apsusc.2019.05.284,,,Pr0.5Sr0.5MnO3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0169433219315922-,"Combustion synthesized A0.5Sr0.5MnO3-≈í•¨‚Ä†perovskites (where, A‚Äö√Ñ√ò=‚Äö√Ñ√òLa, Nd, Sm, Gd, Tb, Pr, Dy, and Y) as redox materials for thermochemical splitting of CO2",Applied Surface Science,https://doi.org/10.1016/j.apsusc.2019.05.284,,,Nd0.5Sr0.5MnO3,,,,,,,,,,,,,,,,,,,,,,,,,
paidarticles-elsevier-1-s2-0-s0169433219315922-,"Combustion synthesized A0.5Sr0.5MnO3-≈í•¨‚Ä†perovskites (where, A‚Äö√Ñ√ò=‚Äö√Ñ√òLa, Nd, Sm, Gd, Tb, Pr, Dy, and Y) as redox materials for thermochemical splitting of CO2",Applied Surface Science,https://doi.org/10.1016/j.apsusc.2019.05.284,,,Sm0.5Sr0.5MnO3,,,,,,,,,,,,,,,,,,,,,,,,,
